site_numeric,GPP_yr,NPP_yr,wetland_cover,peatland_cover,nee_yr
435,1322.5356161452007,687.6641936293094,0,0,-16.704530811309816
436,2052.605987087638,911.9468896386414,0,0,-16.704530811309816
437,2052.605987087638,911.9468896386414,0,0,-16.704530811309816
439,2052.605987087638,911.9468896386414,0,0,-16.704530811309816
440,2052.605987087638,911.9468896386414,0,0,-16.704530811309816
441,2052.605987087638,911.9468896386414,0,0,-16.704530811309816
442,1923.856131269645,907.0838642818107,0,1.053170145999239,-35.55599842071533
443,1273.9033444889003,665.5488566493566,0,0,-16.704530811309816
445,1273.9033444889003,665.5488566493566,0,0,-16.704530811309816
446,1808.0410131663225,894.0506319124447,0,0.47184879534660246,-35.55599842071533
447,2052.6304606135923,911.9545202977704,0,0,-16.704530811309816
