Ref	Extractor	Site name	day	month	year	time	Measurement	Latitude	Longitude	LakeType	Elevation	Climate	Watershed area	Watershed LULC	Surface area_m2	Circumference	Volume	Mean depth	Max depth	CO2	CO2_units	CO2_avg_n	CO2_uncert_val	CO2_uncert_text	CO2_method_cat	CO2_method	CO2_instrument	CH4	CH4_units	CH4_avg_text	CH4_avg_n	CH4_uncert_val	CH4_uncert_text	CH4_instrument	N2O	N2O_avg_text	N2O_uncert_val	N2O_uncert_text	N2O_n	N2O_units	N2O_instrument	F_CO2	FCO2_avg_text	F_CO2_uncert_val	F_CO2_uncert_text	F_CO2_n	F_CO2_method	F_CO2_units	FCH4_diff_avg_val	FCH4_diff_avg_text	FCH4_diff_avg_n	FCH4_diff_uncert_val	FCH4_diff_uncert_text	F_CH4_method	F_CH4_units	FCH4_ebb_avg_val	FCH4_ebb_avg_text	FCH4_ebb_avg_n	FCH4_ebb_uncert_val	FCH4_ebb_uncert_text	F_CH4_methods	FN2O_avg_val	FN2O_avg_text	FN2O_avg_n	FN2O_uncert_val	FN2O_uncert_text	FN2O_UNITS	Max depth	Mean depth	Secchi depth	Sample depth	Stratification	Residence_time	Temperature	DO_mg	pH	Conductivity	k	k600	k_units	Trophic level index	Comments							
235	Judith Rosentreter	P6	6	3	2018		spot	1.15041667	111.869056	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					300.92441	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	195.185493	_mol CH4/L	single				Shimadzu GC-2040								8.49316515	single				floating chamber	mmol/m2/d	0.09964651	single				floating chamber	mmol/m2/d	NA												43.4			28.069			25.38	0.08239062							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P6	6	3	2018		spot	1.15041667	111.869056	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					293.313236	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	183.884907	_mol CH4/L	single				Shimadzu GC-2040								8.49316515	single				floating chamber	mmol/m2/d	0.09964651	single				floating chamber	mmol/m2/d	NA												43.4			29.128			25.37	0.10396002							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P6	6	3	2018		spot	1.15041667	111.869056	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					285.39887	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	181.863445	_mol CH4/L	single				Shimadzu GC-2040								8.49316515	single				floating chamber	mmol/m2/d	0.09964651	single				floating chamber	mmol/m2/d	NA												43.4			30.054			25.36	0.10396002							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P6	6	3	2018		spot	1.15041667	111.869056	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					296.277503	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	197.901086	_mol CH4/L	single				Shimadzu GC-2040								8.49316515	single				floating chamber	mmol/m2/d	0.09964651	single				floating chamber	mmol/m2/d	NA												43.4			31.784			25.35	0.10396002							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P9	8	3	2018		spot	1.176825	111.832639	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					26.5291264	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	0.04633133	_mol CH4/L	single				Shimadzu GC-2040								25.5460812	single				floating chamber	mmol/m2/d	0.227731806	single				floating chamber	mmol/m2/d	NA												30			0.472			29.43	7.61777732							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P9	8	3	2018		spot	1.176825	111.832639	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					27.5606362	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	0.07306494	_mol CH4/L	single				Shimadzu GC-2040								25.5460812	single				floating chamber	mmol/m2/d	0.227731806	single				floating chamber	mmol/m2/d	NA												30			1.033			29.45	7.63633495							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P9	8	3	2018		spot	1.176825	111.832639	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					NA	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	NA	_mol CH4/L	single				Shimadzu GC-2040								25.5460812	single				floating chamber	mmol/m2/d	0.227731806	single				floating chamber	mmol/m2/d	NA												30			2.039			29.45	7.63427299							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P9	8	3	2018		spot	1.176825	111.832639	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					28.1549086	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	0.07222022	_mol CH4/L	single				Shimadzu GC-2040								25.5460812	single				floating chamber	mmol/m2/d	0.227731806	single				floating chamber	mmol/m2/d	NA												30			3.014			29.44	7.61983928							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P9	8	3	2018		spot	1.176825	111.832639	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					28.6076587	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	0.06690184	_mol CH4/L	single				Shimadzu GC-2040								25.5460812	single				floating chamber	mmol/m2/d	0.227731806	single				floating chamber	mmol/m2/d	NA												30			5.03			29.42	7.60540557							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P9	8	3	2018		spot	1.176825	111.832639	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					28.7705285	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	0.06647176	_mol CH4/L	single				Shimadzu GC-2040								25.5460812	single				floating chamber	mmol/m2/d	0.227731806	single				floating chamber	mmol/m2/d	NA												30			7.063			29.4	7.59303382							"Three study sites: inflows, reservoir branches and reservoir main basin"							
235	Judith Rosentreter	P9	8	3	2018		spot	1.176825	111.832639	reservoir		1	1149	"hydroelectric reservoir, dam wall of 85m"	68400000					29.4074292	µmol CO2/L				direct	headspace technique	Shimadzu GC-2040	0.06253298	_mol CH4/L	single				Shimadzu GC-2040								25.5460812	single				floating chamber	mmol/m2/d	0.227731806	single				floating chamber	mmol/m2/d	NA												30			9.01			29.4	7.58478598							"Three study sites: inflows, reservoir branches and reservoir main basin"							
