site_numeric,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,River_width,catchment_area_snapped,catchment_area_h90m,order_h90,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
3519,121.042563,30.98291,121.04125,30.98291667,125.3103499,NA,14,10.68439388,8.590148926,4,1,4,0,7
3520,121.602203,30.9879,121.60375,30.98875,175.3522913,NA,20,0.302398771,0.007367698,1,NA,1,0,7
3521,121.602216,30.987947,121.60375,30.98875,171.5252164,NA,16.68,0.302398771,0.007367698,1,NA,1,0,7
3524,78.9442,30.9939,78.94291667,30.99458333,144.1645254,NA,17,692.0702515,0.059693839,6,NA,6,0.024127,3062
3528,121.301129,31.00074,121.3004167,31.00208333,164.2614102,NA,18,6.1335392,0.007365411,4,NA,4,0,4
3529,121.301089,31.000768,121.3004167,31.00208333,159.8594404,NA,18,6.1335392,0.007365411,4,NA,4,0,4
3549,109.380959,31.024012,109.3820833,31.02375,111.1510972,NA,19,95.55813599,0.014595843,4,NA,4,0,172
3557,121.84029,31.038554,121.8395833,31.03958333,132.9388278,NA,9,0.736734509,0.007396896,2,NA,2,0,4
3560,121.427003,31.047272,121.42625,31.04875,179.520277,NA,15,3.490325928,0.107108764,3,NA,3,0,6
3578,120.985117,31.088931,120.98375,31.08791667,172.4308493,NA,10,14.16782379,0.011186586,4,NA,4,0,3
3590,109.653295,31.107216,109.6529167,31.10625,113.4196243,NA,11,138.5071106,138.4627075,6,6,6,0.028089,232
3592,108.211854,31.109173,108.21375,31.10875,186.7424415,NA,9,153.3779907,0.011744545,5,NA,5,8.66E-04,183
3593,121.049896,31.109887,121.04875,31.10875,167.1829957,NA,8,0.247462809,0.217675358,NA,NA,NA,0,5
3594,121.766918,31.110187,121.7679167,31.10875,186.1421214,NA,20,0.733632267,0.237861767,2,1,2,0,3
3595,121.766957,31.110221,121.7679167,31.10875,187.5641891,NA,19,0.733632267,0.237861767,2,1,2,0,3
3601,109.16885,31.118056,109.1704167,31.11791667,150.1086421,NA,15,214.5765533,0.055638999,6,NA,6,0.102834,359
3610,121.578111,31.124449,121.5770833,31.12541667,145.5817525,NA,20.85,0.290636629,0.02312389,1,NA,1,0.005314,5
3637,121.423511,31.166027,121.4254167,31.16625,183.2096326,NA,24,2.611588955,2.524672031,3,3,3,0,7
3638,121.423557,31.166066,121.4254167,31.16625,178.3186754,NA,23,2.611588955,2.524672031,3,3,3,0,7
3641,119.407035,31.168528,119.40625,31.16875,78.7496001,NA,8.95,13.35027599,13.28742313,4,4,4,0,76
3642,119.4031,31.1692,119.4020833,31.17041667,166.496147,NA,8.32,13.7546072,0.01566291,4,NA,4,0.019486,77
3643,119.401819,31.170044,119.40125,31.17125,144.7779222,NA,12.69,14.43659592,13.7546072,4,4,4,0.020372,71
3647,111.978531,31.175439,111.9795833,31.17458333,138.2704752,NA,18,136.4420166,0.040584024,5,NA,5,0,153
3653,110.268611,31.179444,110.2704167,31.17958333,172.66853,NA,18,55.01599503,6.456813812,5,3,5,0.02607,193
3655,119.389224,31.180518,119.3895833,31.18125,88.38044718,NA,8.72,17.20270729,0.010536348,4,NA,4,0.022143,56
3671,119.381205,31.195586,119.3820833,31.19708333,186.4890525,NA,16.8,26.48373795,0.131405845,4,NA,4,0,41
3677,119.385593,31.203546,119.38625,31.20375,66.55069634,NA,17.45,27.63612556,0.014354882,4,NA,4,0,39
3678,121.249985,31.203747,121.25125,31.20291667,151.826581,NA,18.5,14.60727692,0.012125712,4,NA,4,0,3
3679,121.249945,31.203796,121.25125,31.20291667,158.1815716,NA,18.98,14.60727692,0.012125712,4,NA,4,0,3
3681,121.36637,31.209762,121.3670833,31.21041667,99.6172031,NA,11.72,0.063200422,0.032375548,NA,NA,NA,0,6
3682,121.366429,31.209841,121.3670833,31.21041667,89.37379256,NA,13,0.063200422,0.032375548,NA,NA,NA,0,6
3683,110.13511,31.212262,110.1370833,31.21208333,188.9239164,NA,9,51.52602386,0.031326707,5,NA,5,0,657
3684,110.133685,31.212905,110.1354167,31.21291667,164.8696821,NA,7,47.48869705,0.033285577,5,NA,5,0,693
3686,119.387586,31.217274,119.38875,31.21875,198.1832573,NA,9.14,40.32070923,40.21588898,4,4,4,0,31
3688,119.3906,31.2203,119.3904167,31.22041667,21.75492408,NA,22.202,40.40873718,40.40873718,4,4,4,0.011514,31
3699,110.546389,31.225556,110.54625,31.22458333,109.0822594,NA,18,97.43974304,1.376675129,5,NA,5,0,761
3704,121.641013,31.233566,121.6395833,31.23458333,177.0413627,NA,22,0.465756446,0.102590308,2,NA,2,0,4
3705,121.641029,31.233586,121.6395833,31.23458333,176.8081884,NA,20.64,0.465756446,0.102590308,2,NA,2,0,4
3706,121.379364,31.233621,121.3779167,31.23375,138.5105408,NA,15.02,6.466734886,0.008073975,4,NA,4,0,7
3707,121.37938,31.233662,121.3779167,31.23375,139.631109,NA,19,6.466734886,0.008073975,4,NA,4,0,7
3709,108.8,31.238056,108.80125,31.23708333,160.8700373,NA,22,631.7120972,0.036858737,6,NA,6,0,177
3712,121.411567,31.248448,121.4120833,31.24875,59.53885828,NA,11,1.516764879,0.015558919,2,NA,2,0,10
3713,121.411564,31.248471,121.4120833,31.24875,58.3731218,NA,11,1.516764879,0.015558919,2,NA,2,0,10
3715,121.233876,31.252753,121.2320833,31.25208333,186.1769848,NA,14,0.110435367,0.008195774,NA,NA,NA,0,4
3718,111.793806,31.257753,111.7954167,31.25708333,170.4397035,NA,20,857.5891113,0.021885643,7,NA,7,0,207
3719,109.948329,31.259,109.9470833,31.25875,121.7600057,NA,19,254.9147797,0.211252794,5,NA,5,0,174
3722,121.182917,31.264245,121.18375,31.26541667,152.6250336,NA,9.2,0.157290295,0.142465457,1,NA,1,0.0062,6
3723,121.445137,31.266324,121.4445833,31.26708333,99.60171028,NA,17,2.055945158,0.015456027,2,NA,2,0,8
3724,121.445098,31.266341,121.4445833,31.26708333,96.05688623,NA,17,2.055945158,0.015456027,2,NA,2,0,8
3727,121.287218,31.270353,121.2854167,31.27125,198.3582798,NA,15,0.084336571,0.060219668,1,NA,1,0.002657,5
3728,121.287204,31.270426,121.2854167,31.27125,193.2208607,NA,22.28,0.084336571,0.060219668,1,NA,1,0.002657,5
3729,121.514075,31.27794,121.51375,31.27958333,185.5297536,NA,17,4.004921913,0.014752383,3,NA,3,0,10
3730,121.514101,31.277942,121.51375,31.27958333,185.7389867,NA,22,4.004921913,0.014752383,3,NA,3,0,10
3733,121.387932,31.284035,121.3879167,31.28541667,153.8133469,NA,20,16.90397835,16.85254097,4,4,4,0,8
3734,121.3879,31.284089,121.3879167,31.28541667,147.803682,NA,24,16.90397835,16.85254097,4,4,4,0,8
3744,121.472022,31.302495,121.4704167,31.30291667,159.7437247,NA,14.36,11.20856953,0.007823206,4,NA,4,0,8
3745,121.472022,31.302499,121.4704167,31.30291667,159.6134469,NA,15,11.20856953,0.007823206,4,NA,4,0,8
3746,121.538977,31.302821,121.5404167,31.30291667,137.3474248,NA,20,24.13311768,0.007336441,4,NA,4,0,8
3747,121.538976,31.302853,121.5404167,31.30291667,137.2121857,NA,8,24.13311768,0.007336441,4,NA,4,0,8
3753,108.523979,31.334083,108.5220833,31.33375,184.0192954,NA,6,8.439705849,0.013944245,3,NA,3,0.020277,226
3777,121.411617,31.387767,121.4095833,31.38791667,193.9744435,NA,22.55,0.049499128,0.0096455,NA,NA,NA,0.001771,5
3783,109.623579,31.390456,109.62375,31.38958333,98.49448532,NA,22,2301.783203,0.012518359,7,NA,7,0,220
3784,121.299459,31.390734,121.2995833,31.39208333,150.6710432,NA,21,18.3332653,0.00732962,4,NA,4,0,5
3785,121.299429,31.390777,121.2995833,31.39208333,146.1580018,NA,21,18.3332653,0.00732962,4,NA,4,0,5
3791,109.601678,31.396415,109.6029167,31.39708333,139.2408817,NA,24,265.938385,0.324780941,5,1,5,0,211
3793,109.51386,31.397027,109.51375,31.39791667,99.58725857,NA,10,81.35595703,0.026829999,4,NA,4,0.00866,250
3794,109.591554,31.399721,109.5929167,31.39958333,130.3805455,NA,9.6,261.2283936,0.009634468,5,NA,5,0,211
3796,109.552094,31.402894,109.5520833,31.40375,95.29487351,NA,20,215.5644684,0.007425146,5,NA,5,0.020277,234
3798,121.681272,31.40343,121.6820833,31.40208333,168.5694284,NA,23.43,3.255311966,2.872260571,2,2,2,0,2
3799,109.523986,31.405864,109.5254167,31.40541667,144.7635866,NA,20,199.5348511,199.2828064,5,5,5,0.00869,232
3800,118.305336,31.407243,118.3054167,31.40625,110.8056266,NA,23,1.130464792,1.106407523,2,2,2,0,4
3801,109.508899,31.407595,109.5095833,31.40708333,86.43854338,NA,18,111.339653,111.2994003,5,5,5,0.00866,236
3808,120.28402,31.434399,120.2820833,31.43375,197.6279626,NA,21.5,1.403927684,1.235876679,2,2,2,0,6
3810,120.299,31.442,120.2995833,31.44041667,184.7580195,NA,20,0.225535512,0.157865688,1,1,1,8.86E-04,5
3812,120.282231,31.457118,120.2820833,31.45541667,189.9099547,NA,14,0.195792884,0.007823663,1,NA,1,0.005314,4
3822,109.502533,31.465174,109.50375,31.46541667,118.6704861,NA,14,362.2973328,361.8191223,5,5,5,0,336
3825,109.437667,31.47216,109.43625,31.47125,168.409468,NA,14,304.5919495,255.5786743,5,5,5,0,411
3832,118.145914,31.490898,118.1479167,31.49041667,197.509929,NA,19.72,0.464739144,0.106769018,1,NA,1,0,6
3833,109.632811,31.494335,109.63375,31.49291667,181.3094765,NA,20,1367.515869,1072.602295,7,2,7,0.018186,258
3835,109.62635,31.498239,109.6279167,31.49875,159.2120886,NA,21,1359.722778,0.049959671,7,NA,7,0.025113,261
3836,120.349278,31.499009,120.3504167,31.49958333,125.5724921,NA,16,3.253559589,0.007321151,3,NA,3,0,7
3841,121.948738,31.515154,121.9504167,31.51541667,161.9665925,NA,12,0.639990807,0.010032869,2,NA,2,0,2
3846,120.305222,31.521469,120.3045833,31.52041667,131.8941205,NA,7.5,0.533511639,0.007372969,2,NA,2,0,5
3847,120.334706,31.5245,120.33625,31.52541667,178.5441945,NA,12,0.124780804,0.007319213,1,NA,1,0.001771,5
3850,120.260528,31.526889,120.26125,31.52541667,177.6417857,NA,16,0.748040497,0.013574588,2,NA,2,0,7
3851,120.304804,31.528164,120.3054167,31.52875,87.37800815,NA,10.5,0.70308882,0.665791631,1,1,1,0,8
3859,116.774751,31.537282,116.7754167,31.53875,175.1965919,NA,12.86,276.1155396,276.0339661,6,6,6,0,18
3861,116.775475,31.538622,116.77625,31.53958333,129.8410967,NA,13.8,276.1503601,276.1155396,6,6,6,8.66E-04,19
3864,121.839919,31.539493,121.84125,31.54041667,162.8454404,NA,20.23,0.622146726,0.007318611,2,NA,2,0,3
3865,120.294117,31.540438,120.2945833,31.53958333,104.9251643,NA,8,0.145613119,0.039225027,1,NA,1,0,8
3867,120.253368,31.540829,120.2520833,31.54125,130.5810064,NA,12,0.257001489,0.007318091,2,NA,2,0,7
3876,120.26607,31.545,120.26625,31.54375,140.1932882,NA,8,1.19484365,1.112562418,3,3,3,0,7
3879,120.265898,31.547971,120.2654167,31.54625,196.9475161,NA,8.5,1.069396377,0.007332508,3,NA,3,0,6
3881,120.22112,31.549343,120.2229167,31.54875,182.7788275,NA,16,0.587213755,0.030074691,2,NA,2,0,6
3886,109.640105,31.551607,109.6395833,31.55041667,141.4466962,NA,20,543.0931396,531.2698975,6,6,6,0,285
3898,120.272949,31.558248,120.27375,31.55708333,150.27363,NA,11,0.151847944,0.12945728,1,NA,1,0.021257,8
3899,120.296,31.563,120.2945833,31.56375,158.1974922,NA,14,0.273680776,0.011321465,1,NA,1,0,4
3900,109.570861,31.565183,109.5704167,31.56625,126.0330998,NA,19,726.6455688,340.9493103,6,2,6,0,314
3901,109.653107,31.572596,109.65125,31.57208333,185.1371086,NA,22,517.9593506,517.6395874,6,6,6,0,314
3902,109.653395,31.572822,109.6520833,31.57208333,149.1208342,NA,24,517.8596802,2.962287903,6,NA,6,0,313
3903,109.431915,31.577186,109.43375,31.57708333,174.4009178,NA,15,586.218689,0.05062094,6,1,6,0,479
3906,121.5585,31.5889,121.5570833,31.58791667,173.2877348,NA,12,0.281122565,0.007317823,1,NA,1,0,5
3911,109.132842,31.602193,109.13375,31.60291667,117.9019396,NA,12,128.5949097,128.5187378,5,5,5,0,822
3913,109.675541,31.604549,109.6754167,31.60375,89.72201776,NA,20,478.6459961,478.5596008,6,6,6,0.00433,367
3914,109.675645,31.604679,109.6754167,31.60375,105.6573354,NA,13,478.6459961,478.5596008,6,6,6,0.00433,367
3915,109.1663,31.608056,109.1679167,31.60708333,187.6579537,NA,9,171.3392181,22.50526619,5,NA,5,0,751
3918,117.798505,31.616151,117.7979167,31.61541667,98.95926292,NA,24,0.139595106,0.112583205,1,1,1,0.028967,8
3920,109.140058,31.618517,109.14125,31.61708333,195.5473764,NA,5,22.9392395,22.85812759,4,4,4,0.307905,920
3921,109.075088,31.61994,109.0754167,31.61875,136.0846343,NA,11,61.04528809,59.70398712,5,5,5,0,1063
3922,121.377131,31.628961,121.3770833,31.62875,23.91899594,NA,18,2.609591961,2.609591961,3,3,3,0.034548,3
3923,121.569372,31.629194,121.56875,31.62791667,153.9298994,NA,9,0.753831685,0.679533362,2,2,2,0,3
3924,109.238171,31.629607,109.2395833,31.62958333,133.8920542,NA,19,138.9697113,0.148571596,5,NA,5,0,653
3930,121.563037,31.643909,121.5620833,31.64541667,190.6197288,NA,10,0.422212809,0.221868575,1,1,1,0,3
3931,109.661731,31.649299,109.6629167,31.64875,127.9037529,NA,12,373.0098877,339.6270752,5,5,5,0,418
3934,109.168555,31.662353,109.1704167,31.66208333,178.9298218,NA,12,40.71203613,0.024908658,4,NA,4,0.006062,881
3936,109.670786,31.662691,109.6695833,31.66208333,132.5184565,NA,13,35.87748718,35.77698898,4,4,4,0,515
3938,109.551978,31.662976,109.55375,31.66291667,168.0262811,NA,18,248.4385834,0.045201775,5,NA,5,0,530
3939,109.670833,31.663333,109.6695833,31.66208333,182.6804726,NA,13,35.87748718,35.77698898,4,4,4,0,515
3940,109.612675,31.670627,109.6145833,31.67041667,182.3090173,NA,14,298.4573364,297.4075317,5,5,5,0,459
3942,117.113359,31.678127,117.11375,31.67958333,166.2959933,NA,6,0.383483589,0.267516702,1,NA,1,0,40
3943,117.113355,31.678151,117.11375,31.67958333,163.7786861,NA,5.52,0.383483589,0.267516702,1,NA,1,0,40
3955,121.55632,31.704933,121.5554167,31.70625,169.7434821,NA,24,29.93299866,0.029186213,5,NA,5,0,3
3956,121.49095,31.708783,121.49125,31.71041667,184.0647651,NA,20,0.055227589,0.037138365,1,NA,1,0.002657,2
3960,117.447299,31.744529,117.44625,31.74375,131.8391504,NA,8.4,0.243238643,0.00731163,1,NA,1,0,11
3961,117.447315,31.744547,117.44625,31.74375,134.2989967,NA,8.66,0.243238643,0.00731163,1,NA,1,0,11
3972,117.077508,31.796054,117.07875,31.79541667,137.2672569,NA,16.32,165.4189606,165.1646118,6,6,6,0,20
3973,117.076117,31.797639,117.0779167,31.79708333,181.1582811,NA,12,165.1009521,0.06063734,6,1,6,0,18
3975,117.002045,31.814432,117.0029167,31.81541667,137.1630531,NA,6.4,64.49669647,64.40711975,5,5,5,0,25
3986,117.065313,31.953803,117.0645833,31.95291667,120.3528051,NA,13.65,15.32592106,15.2749176,3,3,3,0,35
3987,117.065453,31.954055,117.0645833,31.95291667,151.0129592,NA,13.2,15.32592106,15.2749176,3,3,3,0,35
3988,117.158561,31.961642,117.15875,31.96291667,143.013544,NA,24.44,0.079043597,0.008497481,1,NA,1,0.020527,49
3990,119.218285,31.987763,119.2170833,31.98791667,114.7398257,NA,14,3.447331429,0.008511065,3,NA,3,0,28
3992,117.347646,31.992778,117.3495833,31.99208333,198.5828073,NA,8.65,2.634215355,0.237218082,3,NA,3,0,47
3993,117.347332,31.993053,117.34875,31.99291667,134.7329984,NA,11,2.541165352,0.007309379,3,NA,3,0,46
3994,119.215034,32.002634,119.21625,32.00125,192.1297988,NA,12,18.73902321,0.014360598,3,NA,3,8.66E-04,28
3995,119.198483,32.004708,119.1979167,32.00375,119.2942788,NA,20,9.693861008,0.010251889,3,NA,3,0.010392,28
3996,117.427067,32.018089,117.42625,32.01708333,135.9388177,NA,13.3,0.065137178,0.007430431,1,NA,1,0.001732,45
3997,117.427125,32.018194,117.42625,32.01708333,148.6852989,NA,14.76,0.065137178,0.007430431,1,NA,1,0.001732,45
3999,117.31764,32.024101,117.31625,32.02458333,141.7497985,NA,11,0.636318982,0.02964128,2,NA,2,0.007242,40
4000,117.317724,32.024362,117.31625,32.02458333,141.2798025,NA,14.52,0.636318982,0.029779913,2,NA,2,0.007242,40
4010,111.96621,32.199967,111.9670833,32.19958333,92.69222247,NA,15,325.8004761,325.7296753,6,6,6,0,84
4011,112.014791,32.201368,112.01625,32.20208333,158.8350412,NA,24,1353.559692,1353.014038,7,7,7,0,81
4014,118.709573,32.219363,118.70875,32.22041667,140.5889792,NA,14,8.098604202,0.009973817,3,NA,3,0,11
4023,111.980279,32.358515,111.98125,32.35708333,183.6751076,NA,8.5,503.0832214,0.932351053,6,2,6,0,93
4048,119.841244,32.869271,119.8404167,32.86875,96.68217743,29.98,12,0.910251975,0.026046151,2,NA,2,0,3
4049,119.841899,32.869441,119.8404167,32.86875,158.511382,29.98,12,0.910251975,0.023319792,2,NA,2,0,3
4050,119.84178,32.870274,119.8404167,32.87041667,128.4535924,NA,8,0.775696218,0.014755923,1,NA,1,0,1
4051,119.841744,32.870387,119.8404167,32.87041667,124.1459884,29.98,12,0.775696218,0.014755923,1,NA,1,0,1
4052,108.522663,32.87305,108.52375,32.87208333,148.0139477,NA,23,293.1760254,292.8413391,5,5,5,0.002598,347
4054,108.490824,32.900891,108.4920833,32.90125,124.3028973,NA,14,152.1681213,152.1210785,5,5,5,0,364
4055,108.449951,32.914372,108.45125,32.91375,139.7518123,NA,9,63.17635727,0.078927025,5,NA,5,0,386
4056,108.503132,32.920423,108.5029167,32.91958333,95.61257648,NA,11,88.06173706,0.027360432,4,NA,4,0,384
4058,108.616291,32.930028,108.6145833,32.92958333,167.0571662,NA,18,113.4221268,112.9727554,5,5,5,0,431
4060,108.599956,32.936563,108.5979167,32.93708333,199.1392992,NA,15,123.6889648,2.252143621,5,1,5,0,436
4062,108.530009,32.93897,108.5304167,32.93875,45.28065849,NA,20,121.5148392,121.5148392,5,5,5,0,474
4075,96.873889,33.058554,96.87458333,33.05875,68.35578378,NA,5,333.3811951,300.8010559,6,6,6,0,3849
4076,109.983527,33.076261,109.9845833,33.07625,98.54196586,NA,11,118.6782303,118.6050949,5,5,5,0.086902,273
4089,111.099232,33.385233,111.1004167,33.38541667,111.9974389,NA,24,1094.58606,200.8708496,7,NA,7,0,353
4093,107.854971,33.467447,107.85375,33.46625,174.9623112,NA,20,480.6769409,366.4004822,6,NA,6,0,741
4096,107.758217,33.627467,107.7595833,33.62625,185.4542447,NA,16,105.9480133,0.018763982,5,NA,5,0.113439,1319
4100,105.760896,33.717295,105.7620833,33.71625,160.0604871,NA,21,1509.46875,0.220635951,7,NA,7,0.038969,951
4106,103.718728,33.942167,103.7204167,33.94291667,176.8740674,NA,18,5763.03418,0.03472368,8,NA,8,0,1908
24,153.12514,-28.88618,153.12625,-28.88541667,137.571462,1220,30,1899.132568,0.026531693,7,NA,7,0,12
25,153.04449,-28.86859,153.0454167,-28.86791667,117.3842363,NA,35,1866.064575,0.012547155,7,NA,7,0,23
28,152.97957,-28.84103,152.98125,-28.84208333,201.4587758,NA,44,1776.411499,0.020354956,7,NA,7,0,28
51,152.943149,-27.088474,152.9445833,-27.08875,145.4364295,468,47,184.1462097,0.009654971,6,NA,6,0,9
66,-47.1604,-22.7457,-47.16125,-22.74541667,92.78806398,NA,35,2742.611328,2741.377441,7,7,7,0,544
67,-47.7785,-22.6929,-47.77791667,-22.69125,193.2006107,NA,50,10954.22949,0.014801536,8,NA,8,0,463
68,-47.5834,-22.6894,-47.58541667,-22.69041667,236.0236265,NA,65,8717.030273,8716.4375,8,8,8,0,500
69,-47.2156,-22.6586,-47.21541667,-22.65791667,78.36508649,NA,32,3403.112305,3403.078613,7,7,7,0,516
76,-57.331066,-19.42242,-57.33041667,-19.42041667,233.1966683,43000,80,36832.80469,0.013064236,10,NA,10,0,85
78,-57.223836,-19.241127,-57.22708333,-19.24375,449.1565793,29000,90,262618.0625,49953.22656,11,10,11,0,81
79,47.76394,-19.11294,47.76375,-19.11125,189.188449,NA,40,715.5354614,0.009430632,6,NA,6,0,1383
81,47.79169,-19.0203,47.79125,-19.01958333,92.2441052,NA,30,131.843689,0.008302488,6,NA,6,0,1351
83,48.94561,-18.997,48.94791667,-18.99458333,362.3832046,NA,80,1284.054932,0.285684735,6,NA,6,0,11
86,48.73497,-18.96756,48.73458333,-18.96791667,56.86308562,NA,30,120.8798065,120.8798065,5,5,5,0,214
90,48.42258,-18.91189,48.42375,-18.91125,142.3280585,NA,30,330.986908,0.008241223,6,NA,6,0.015551,923
93,48.107,-18.87656,48.10458333,-18.87791667,295.9814867,NA,70,3671.061523,0.011239348,7,NA,7,7.76E-04,847
94,47.32506,-18.87325,47.32541667,-18.87208333,135.1976058,NA,27.5,1186.145996,0.011013688,7,NA,7,0,1252
97,48.091246,-18.80636,48.09291667,-18.80791667,247.0252746,NA,80,2860.239014,0.008442062,7,NA,7,0,850
100,48.9662,-18.74039,48.96708333,-18.73791667,290.6510028,NA,90,2632.796875,2632.652588,7,7,7,0,8
103,47.04456,-18.67669,47.04541667,-18.67625,102.7656455,NA,57.5,6349.154785,0.072307013,8,NA,8,0,1146
112,48.99933,-18.46808,49.00208333,-18.46708333,311.167585,NA,65,432.7649536,0.015462014,6,NA,6,0,66
113,46.57569,-18.44769,46.57708333,-18.44708333,161.8935819,NA,35,554.9191895,0.438399911,6,2,6,0,985
116,47.50225,-18.36306,47.49958333,-18.36291667,282.1876453,NA,69.5,915.4998779,707.8148804,7,7,7,0,942
121,47.61014,-18.23786,47.60875,-18.23958333,241.6612533,NA,59,1313.746704,0.008221479,6,NA,6,0,905
129,47.02744,-17.98297,47.02708333,-17.98208333,105.6810812,NA,37.5,479.3207092,0.014204606,5,NA,5,0.008536,852
132,25.85428,-17.8891,25.85458333,-17.88958333,62.67001792,NA,30,462.1965027,458.8812256,6,6,6,0.00651,898
